test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address
4123331744,164588951,"samsung/heroltexx/herolte:8.0.0/R16NW/G930FXXS2ERG7:user/release-keys","2018-08-01 00:00:00","37.47.xxx.xxx",37133,21762,20,"Warsaw","Poland","PL",52.2323,21.0084,"ISP Emitel","Poland","PL","Masovian Voivodeship","MZ","Warsaw",52.181,21.056,4.08432,"Orange mobile","1","Orange","260","3",15,15,"samsung","herolte","samsungexynos8890","R16NW","samsung","SM-G930F","heroltexx","","46437923",1,"02, Poland","Warsaw","locality","Poland","PL","Masovian Voivodeship","Warszawa","Warszawa","02",""
4123331748,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:00","188.152.xxx.xxx",5605,802,58,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Apulia","75","Bari",41.133,16.850,231.425,"Vodafone Italia DSL","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Bari, Italy","Bari","locality","Italy","IT","Apulia","Metropolitan City of Bari","Bari","70123",""
4123331750,152528883,"motorola/athene_f/athene_f:7.0/NPJS25.93-14-15/5:user/release-keys","2018-08-01 00:00:00","42.111.xxx.xxx",4380,1178,72,"Chennai","India","IN",13.0827,80.2707,"Vodafone India","India","IN","Telangana","TG","Secunderabad",17.441,78.495,323.936,"Vodafone India","1","IDEA","404","7",15,15,"motorola","athene_f","qcom","NPJS25.93-14-15","motorola","Moto G (4)","athene_f","","1061163",1,"Secunderabad, Telangana, India","Secunderabad","locality","India","IN","Telangana","Hyderabad","","500003",""
4123331753,217323104,"xiaomi/ugg/ugg:7.1.2/N2G47H/V9.5.6.0.NDKCNFA:user/release-keys","2018-08-01 00:00:00","112.97.xxx.xxx",22419,333,70,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China","CN","Guangdong","GD","Dongguan",23.033,113.716,29.4579,"China Unicom Guangdong province","1","中国联通","460","1",15,15,"xiaomi","ugg","qcom","N2G47H","Xiaomi","Redmi Note 5A","ugg","","",2,"Dongguan, Guangdong, China","Dongguan","locality","China","CN","Guangdong","","","",""
4123331754,170748723,"vivo/1610/1610:6.0.1/MMB29M/compiler06071715:user/release-keys","2018-08-01 00:00:00","106.204.xxx.xxx",23738,1691,35,"Karnal","India","IN",29.6857,76.9905,"Softech Infosol Pvt. Ltd.","India","IN","Haryana","HR","Karnal",29.661,76.999,1.72997,"BHARTI Airtel","1","IDEA","404","12",15,15,"vivo","1610","qcom","MMB29M","vivo","vivo 1610","1610","","205613825",1,"Karnal, Haryana 132001, India","Karnal","locality","India","IN","Haryana","Karnal","","132001",""
4123331755,179249648,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:00","49.197.xxx.xxx",48172,1742,21,"Brisbane","Australia","AU",-27.4728,153.0278,"'Yes' Optus","Australia","AU","Queensland","QLD","Deception Bay",-27.185,153.017,19.868,"Optus","1","YES OPTUS","505","2",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","23212810",1,"Deception Bay QLD, Australia","Deception Bay","locality","Australia","AU","Queensland","Moreton Bay Regional","","4508",""
4123331756,209758793,"xiaomi/ugg/ugg:7.1.2/N2G47H/V9.5.9.0.NDKMIFA:user/release-keys","2018-08-01 00:00:00","47.9.xxx.xxx",48570,5757,70,"Patna","India","IN",25.6139,85.1354,"Max-tech media & communications pvt ltd","India","IN","Uttar Pradesh","UP","Ferozpur",26.000,84.061,72.0481,"Jio","1","Jio 4G","405","871",15,15,"xiaomi","ugg","qcom","N2G47H","Xiaomi","Redmi Y1","ugg","","2932242",1,"Baheri, Uttar Pradesh 277303, India","Baheri","locality","India","IN","Uttar Pradesh","Ballia","","277303",""
4123331763,217655849,"newspice/K601/Spice_K601:7.0/NRD90M/K601-I371-7.0-OP-V016-20170629:user/release-keys","2018-08-01 00:00:00","47.29.xxx.xxx",21013,4274,80,"Darbhanga","India","IN",26.1119,85.8960,"Acme Diginet Corporation Pvt Ltd","India","IN","Bihar","BR","Patna",25.600,85.116,60.0566,"Jio","1","Jio 4G","405","856",15,15,"newspice","Spice_K601","mt6735","NRD90M","Spice","Spice K601","K601","","50767617",2,"Patna, Bihar 800001, India","Patna","locality","India","IN","Bihar","Patna","","800015",""
4123331765,190536216,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU3CRGB:user/release-keys","2018-08-01 00:00:00","1.187.xxx.xxx",2074,5920,179,"Surat","India","IN",21.1700,72.8300,"Ishan Netsol Pvt Ltd","India","IN","Gujarat","GJ","Surat",21.220,72.886,5.06597,"Idea Cellular","1","IDEA | Idea","404","24",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","11170091",1,"Surat, Gujarat, India","Surat","locality","India","IN","Gujarat","Surat","","395006",""
4123331769,217655852,"samsung/star2qlteue/star2qlteue:8.0.0/R16NW/G965U1UES2ARF4:user/release-keys","2018-08-01 00:00:01","113.185.xxx.xxx",65315,30522,18,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"Viettel Network","Vietnam","VN","Ho Chi Minh","SG","Ho Chi Minh City",10.814,106.643,4.70557,"Vietnam Posts And Telecommunications Group","1","VN VINAPHONE","452","2",15,15,"samsung","star2qlteue","qcom","R16NW","samsung","SM-G965U1","star2qlteue","","179219980",2,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","","",""
4123331770,214904443,"pantech/cm_ef52l/ef52l:5.1.1/LMY48W/1e57ff18f2:userdebug/test-keys","2018-08-01 00:00:01","103.7.xxx.xxx",5830,781,30,"Ha Noi","Viet Nam","VN",21.0285,105.8542,"VIETPN CO, LTD","Vietnam","VN","Thai Nguyen","69","Thanh Pho Thai Nguyen",21.596,105.842,39.3038,"Vietnamobile Telecommunications Joint Stock Compan","1","Vietnamobile","452","5",17,17,"pantech","ef52l","qcom","LMY48W","PANTECH","VEGA IRON","cm_ef52l","","8161930",1,"tp. Thái Nguyên, Thái Nguyên, Vietnam","tp. Thái Nguyên","locality","Vietnam","VN","Thai Nguyen","","","",""
4123331771,217655765,"OPPO/CPH1821/CPH1821:8.1.0/O11019/1529039957:user/release-keys","2018-08-01 00:00:01","123.108.xxx.xxx",13669,4329,15,"Dhaka","Bangladesh","BD",23.7000,90.3667,"Next Online Ltd.","Bangladesh","BD","Dhaka Division","C","Dhaka",23.714,90.405,2.67024,"GrameenPhone","0","GrameenPhone","470","1",15,15,"OPPO","CPH1821","mt6771","O11019","OPPO","CPH1821","CPH1821","","25801741",1,"Dhaka 1000-1200, Bangladesh","Dhaka","locality","Bangladesh","BD","Dhaka Division","Dhaka","","",""
4123331772,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:01","90.163.xxx.xxx",70619,97974,18,"Madrid","Spain","ES",40.4000,-3.6833,"Orange","Spain","ES","Cantabria","CB","Santander",43.464,-3.804,212.078,"Orange Espana","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Santander, Cantabria, Spain","Santander","locality","Spain","ES","Cantabria","Cantabria","Santander, Santander","39003",""
4123331774,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:01","188.77.xxx.xxx",155928,173977,34,"Madrid","Spain","ES",40.4000,-3.6833,"MasMovil","Spain","ES","Catalonia","CT","Barcelona",41.388,2.159,312.972,"Orange Espana","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Barcelona, Barcelona, Spain","Barcelona","locality","Spain","ES","Catalonia","Barcelona","El Barcelonès, Barcelona","08011",""
4123331775,146089068,"Xiaomi/land/land:6.0.1/MMB29M/V8.5.4.0.MALMIED:user/release-keys","2018-08-01 00:00:01","117.209.xxx.xxx",411,0,147,"Coimbatore","India","IN",11.0183,76.9725,"ACT Fibernet","India","IN","Tamil Nadu","TN","Pollachi",10.664,77.007,24.5752,"BSNL","1","BSNL Mobile","404","80",17,11,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","35428052",1,"Pollachi, Tamil Nadu 642001, India","Pollachi","locality","India","IN","Tamil Nadu","Coimbatore","","642002",""
4123331777,134289174,"Xiaomi/ido/ido:5.1.1/LMY47V/V9.5.3.0.LAIMIFA:user/release-keys","2018-08-01 00:00:01","46.211.xxx.xxx",11867,13921,18,"Kiev","Ukraine","UA",50.4500,30.5233,"Volia","Ukraine","UA","UNKNOWN","??","UNKNOWN",50.450,30.523,0,"Kyivstar PJSC","1","vodafone UA","255","1",15,15,"Xiaomi","ido","qcom","LMY47V","Xiaomi","Redmi 3","ido","","",2,"Ukraine","Ukraine","country","Ukraine","UA","","","","",""
4123331780,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:01","37.228.xxx.xxx",109154,24184,11,"Carlow","Ireland","IE",52.8306,-6.9317,"Blacknight","Ireland","IE","Leinster","L","Dublin",53.333,-6.248,44.8655,"Virgin Media Ireland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Dublin, Ireland","Dublin","locality","Ireland","IE","Dublin","Dublin City","","D04 F3P8",""
4123331781,47510897,"htc/htc_asia_tw/htc_m8:5.0.2/LRX22G/504321.3:user/release-keys","2018-08-01 00:00:01","42.73.xxx.xxx",28665,8611,16,"Hsinchu","Taiwan","TW",24.8167,120.9833,"Chief Telecom","Taiwan","TW","Taiwan Province","04","Xionglin",24.770,121.076,6.6828,"Chunghwa Telecom","1","中華電信","466","92",15,15,"htc","htc_m8","qcom","LRX22G","HTC","HTC_M8x","htc_asia_tw","","80277794",1,"307, Taiwan, 新竹縣芎林鄉上山村","上山村","administrative_area_level_4","Taiwan","TW","Hsinchu County","Qionglin Township","上山村","307",""
4123331784,194918699,"OnePlus/OnePlus5T/OnePlus5T:8.1.0/OPM1.171019.011/1807181208:user/release-keys","2018-08-01 00:00:01","223.184.xxx.xxx",8836,2000,79,"Indore","India","IN",22.7287,75.8654,"RAJESH PATEL NET SERVICES (P) LTD","India","IN","Madhya Pradesh","MP","Indore",22.716,75.833,2.21014,"BHARTI Airtel","1","                ","","",17,17,"OnePlus","OnePlus5T","qcom","OPM1.171019.011","OnePlus","ONEPLUS A5010","OnePlus5T","","1390027",2,"Indore, Madhya Pradesh 452001, India","Indore","locality","India","IN","Madhya Pradesh","Indore","","452006",""
4123331790,188602669,"htc/pmeuhl_00709/htc_pmeuhl:8.0.0/OPR1.170623.027/1012001.15:user/release-keys","2018-08-01 00:00:01","180.217.xxx.xxx",11424,739,186,"Taoyuan","Taiwan","TW",25.0764,121.2239,"Chief Telecom","Taiwan","TW","Taiwan Province","04","Pingzhen",24.914,121.211,11.1988,"Vibo Telecom","1","台灣之星","466","89",15,15,"htc","htc_pmeuhl","htc_pme","OPR1.170623.027","HTC","HTC_M10h","pmeuhl_00709","","82967297",1,"Taoyuan, Taoyuan District, Taoyuan City, Taiwan","Taoyuan","locality","Taiwan","TW","Taoyuan City","Taoyuan District","南門里","324",""
4123331791,217650547,"samsung/j2xlteins/j2xlteins:6.0.1/MMB29Q/J210FDDU0ARE1:user/release-keys","2018-08-01 00:00:01","47.11.xxx.xxx",1891,3358,97,"Siliguri","India","IN",26.8367,89.3843,"GALAXYNET CONNECTIONS PVT LTD.","India","IN","West Bengal","WB","Siliguri",26.716,88.423,59.9099,"Jio","1","Jio 4G","405","840",15,15,"samsung","j2xlteins","sc8830","MMB29Q","samsung","SM-J210F","j2xlteins","","1310992",2,"Siliguri, West Bengal 734001, India","Siliguri","locality","India","IN","West Bengal","Jalpaiguri","","734001",""
4123331793,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:01","93.192.xxx.xxx",3939,2275,28,"Deggendorf","Germany","DE",48.8353,12.9644,"DegNet GmbH","Germany","DE","Bavaria","BY","Pentling",48.983,12.058,42.4302,"Deutsche Telekom AG","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Pentling, Germany","Pentling","locality","Germany","DE","Bavaria","Upper Palatinate","Regensburg","93080",""
4123331795,121451701,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.2.1.0.MHOCNDL:user/release-keys","2018-08-01 00:00:02","106.209.xxx.xxx",28094,6582,20,"Malad","India","IN",19.1839,72.8584,"Logon Broadband","India","IN","Maharashtra","MH","Mumbai",19.210,72.839,2.21821,"BHARTI Airtel","1","IND airtel","404","92",15,15,"Xiaomi","kenzo","qcom","OPM2.171026.006.H1","Xiaomi","Redmi Note 3","rr_kenzo","","205939457",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400067",""
4123331796,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:02","77.22.xxx.xxx",100503,6379,26,"Berlin","Germany","DE",52.5167,13.3833,"Vodafone Kabel Deutschland","Germany","DE","Saxony","SN","Dresden",51.050,13.750,102.658,"Vodafone Kabel Deutschland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Dresden, Germany","Dresden","locality","Germany","DE","Saxony","Dresden","","01069","2a02:810a:89c0:3ax:xxxx:xxxx:xxxx:xxxx"
4123331799,208897756,"Lenovo/PB2-650M/PB2:6.0/MRA58K/PB2-650M_S043_180208_ROW:user/release-keys","2018-08-01 00:00:02","175.158.xxx.xxx",540,9,63,"Lucena","Philippines","PH",13.9333,121.6167,"PLDT","Philippines","PH","MIMAROPA","41","Bansud",12.811,121.469,78.2033,"Smart Broadband","1","GLOBE","515","2",17,17,"Lenovo","PB2","mt6735","MRA58K","LENOVO","Lenovo PB2-650M","PB2-650M","","35035",1,"Bansud, Oriental Mindoro, Philippines","Bansud","locality","Philippines","PH","MIMAROPA","Oriental Mindoro","","",""
4123331801,216497991,"GIONEE/A1_Plus/GIONEE_SWW1617:7.0/NRD90M/1493142305:user/release-keys","2018-08-01 00:00:02","106.215.xxx.xxx",12920,5578,32,"Faridabad","India","IN",28.4211,77.3078,"Praction Networks","India","IN","Uttar Pradesh","UP","Agra",27.204,77.946,92.7802,"BHARTI Airtel","1","AIRTEL,","404","97",15,15,"GIONEE","GIONEE_SWW1617","mt6757","NRD90M","GIONEE","A1 Plus","A1_Plus","","24294401",1,"Bainpur Mustkil, Uttar Pradesh, India","Bainpur Mustkil","locality","India","IN","Uttar Pradesh","Agra","","282007",""
4123331802,215268661,"lge/geefhd_open_tw/geefhd:4.4.2/KOT49I.E98820c/E98820c.1417865734:user/release-keys","2018-08-01 00:00:02","39.12.xxx.xxx",99,63,27,"Taichung","Taiwan","TW",24.1500,120.6667,"Taiwan Fixed Network","Taiwan","TW","Taichung City","TXG","Shalu",24.249,120.596,8.19895,"Far EasTone Telecommunication Co.","1","Far EasTone","466","1",15,15,"lge","geefhd","geefhd","KOT49I.E98820c","LGE","LG-E988","geefhd_open_tw","","130825228",1,"433, Taiwan, 台中市沙鹿區西勢里","西勢里","administrative_area_level_4","Taiwan","TW","Taichung City","Shalu District","西勢里","433",""
4123331803,165102778,"samsung/a5xeltexx/a5xelte:7.0/NRD90M/A510FXXU5CRF1:user/release-keys","2018-08-01 00:00:02","77.116.xxx.xxx",45,77,75,"Venice","Italy","IT",45.4375,12.3358,"ASDASD srl","Croatia","HR","Istria County","18","Funtana",45.170,13.602,64.3543,"Hutchison Drei Austria GmbH","1","HT HR","219","1",17,17,"samsung","a5xelte","samsungexynos7580","NRD90M","samsung","SM-A510F","a5xeltexx","","217585",1,"Funtana, Croatia","Funtana","locality","Croatia","HR","Istria County","Općina Vrsar","","52452",""
4123331805,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:02","79.168.xxx.xxx",117408,12388,7,"Lisbon","Portugal","PT",38.7000,-9.1833,"Evolute","Portugal","PT","Lisbon","11","Lisbon",38.716,-9.133,2.93567,"Nos Comunicacoes, S.A.","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"1100, Portugal","Lisbon","locality","Portugal","PT","Lisbon","","","1100",""
4123331813,217655687,"samsung/e53gxx/e53g:4.4.4/KTU84P/E500HXXU1AOD1:user/release-keys","2018-08-01 00:00:03","223.255.xxx.xxx",1372,1178,41,"Jakarta","Indonesia","ID",-6.1745,106.8227,"Biznet Networks","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.174,106.829,0.460709,"Three Indonesia","1","INDOSATOOREDOO","510","1",17,17,"samsung","e53g","qcom","KTU84P","samsung","SM-E500H","e53gxx","","8843",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110",""
4123331814,217655739,"OPPO/A1601/A1601:5.1/LMY47I/1508407035:user/release-keys","2018-08-01 00:00:03","47.8.xxx.xxx",254,753,70,"Lucknow","India","IN",26.8500,80.9200,"Vodafone India","India","IN","Uttar Pradesh","UP","Lucknow",26.850,80.916,0.2034,"Jio","1","airtel","405","871",15,15,"OPPO","A1601","mt6755","LMY47I","OPPO","A1601","A1601","","415269",2,"Lucknow, Uttar Pradesh 226002, India","Lucknow","locality","India","IN","Uttar Pradesh","Lucknow","","226004",""
4123331815,181605921,"samsung/on7xeltedd/on7xelte:7.0/NRD90M/G610FDXU1BQK2:user/release-keys","2018-08-01 00:00:03","114.5.xxx.xxx",37809,1017,30,"Jakarta","Indonesia","ID",-6.1751,106.8650,"Hutchison 3 Indonesia  CGK-MM","Indonesia","ID","West Java","JB","Bekasi",-6.250,106.992,10.1799,"PT Indosat Tbk.","1","Indosat Ooredoo","510","1",15,15,"samsung","on7xelte","samsungexynos7870","NRD90M","samsung","SM-G610F","on7xeltedd","","516098",1,"Bekasi, Bekasi City, West Java, Indonesia","Bekasi","locality","Indonesia","ID","West Java","Bekasi City","","17141",""
4123331816,201448392,"samsung/on5xeltejv/on5xelte:7.0/NRD90M/G570FDDU1BRE4:user/release-keys","2018-08-01 00:00:03","223.225.xxx.xxx",2475,56,60,"Noida","India","IN",28.5700,77.3200,"FusionNet","India","IN","Uttar Pradesh","UP","Noida",28.628,77.382,5.52499,"BHARTI Airtel","1","Airtel","404","10",15,15,"samsung","on5xelte","samsungexynos7570","NRD90M","samsung","SM-G570F","on5xeltejv","","232359704",1,"Noida, Uttar Pradesh 201301, India","Noida","locality","India","IN","Uttar Pradesh","Gautam Buddh Nagar","","201301",""
4123331821,176365556,"samsung/heroltexx/herolte:8.0.0/R16NW/G930FXXU2ERE8:user/release-keys","2018-08-01 00:00:03","89.204.xxx.xxx",21,7033,98,"Newbury","Great Britain","GB",51.4009,-1.3235,"Vodafone UK","United Kingdom","GB","Isle of Wight","IOW","Sandown",50.643,-1.169,52.8387,"O2 Deutschland","1","O2 - UK","234","10",15,15,"samsung","herolte","samsungexynos8890","R16NW","samsung","SM-G930F","heroltexx","","1959544",1,"Sandown PO36, UK","Shanklin","locality","United Kingdom","GB","England","Isle of Wight","Shanklin","PO36",""
4123331824,180675221,"OnePlus/OnePlus5/OnePlus5:8.1.0/OPM1.171019.011/04201219:user/release-keys","2018-08-01 00:00:03","151.38.xxx.xxx",72232,15481,29,"Florence","Italy","IT",43.7833,11.2500,"IVO by D.t.s. S.r.l.","Italy","IT","Tuscany","52","Prato",43.888,11.047,12.4876,"Wind Telecomunicazioni","1","I TIM","222","1",15,15,"OnePlus","OnePlus5","qcom","OPM1.171019.011","OnePlus","ONEPLUS A5000","OnePlus5","","91138828",1,"Prato, Province of Prato, Italy","Prato","administrative_area_level_3","Italy","IT","Tuscany","Province of Prato","Prato","59100",""
4123331831,195874133,"OnePlus/OnePlus5T/OnePlus5T:8.1.0/OPM1.171019.011/06131716:user/release-keys","2018-08-01 00:00:03","182.232.xxx.xxx",4867,18971,49,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"SingTel","Thailand","TH","Pathum Thani","13","Khlong Luang",14.098,100.605,911.806,"AIS Mobile","1","AIS","520","3",15,15,"OnePlus","OnePlus5T","qcom","OPM1.171019.011","OnePlus","ONEPLUS A5010","OnePlus5T","","167946599",1,"Khlong Nung, Khlong Luang District, Pathum Thani, Thailand","Khlong Nung","locality","Thailand","TH","Pathum Thani","Khlong Luang District","","12120",""
4123331832,217655855,"samsung/star2ltexx/star2lte:8.0.0/R16NW/G965FXXU2BRG6:user/release-keys","2018-08-01 00:00:03","2.247.xxx.xxx",113455,3877,34,"Ludwigsburg","Germany","DE",48.8941,9.1955,"bc-networks","Germany","DE","Baden-Württemberg","BW","Stuttgart",48.763,9.161,9.18491,"O2 Deutschland","1","o2 - de+","262","3",15,15,"samsung","star2lte","samsungexynos9810","R16NW","samsung","SM-G965F","star2ltexx","","23202063",1,"Stuttgart, Germany","Stuttgart","locality","Germany","DE","Baden-Württemberg","Stuttgart","","70199",""
4123331835,212338378,"motorola/payton/payton:8.0.0/OPWS27.57-40-3-7/7:user/release-keys","2018-08-01 00:00:03","106.203.xxx.xxx",31991,2114,23,"Pondicherry","India","IN",11.9310,79.7852,"Niss Broadband","India","IN","Tamil Nadu","TN","Villupuram",11.933,79.483,20.4321,"BHARTI Airtel","1","Airtel","404","94",15,15,"motorola","payton","qcom","OPWS27.57-40-3-7","motorola","moto x4","payton","","241999882",2,"Puntottam, Tamil Nadu 605602, India","Puntottam","locality","India","IN","Tamil Nadu","Villupuram","","605602",""
4123331838,168692078,"OPPO/CPH1607/CPH1607:6.0.1/MMB29M/1526481283:user/release-keys","2018-08-01 00:00:03","223.24.xxx.xxx",39560,28280,19,"Bangkok","Thailand","TH",13.7500,100.4833,"CAT Telecom","Thailand","TH","UNKNOWN","??","UNKNOWN",13.750,100.466,1.11543,"True Internet","1","TRUE-H","520","4",15,15,"OPPO","CPH1607","qcom","MMB29M","OPPO","CPH1607","CPH1607","","4813086",2,"Thailand","Thailand","country","Thailand","TH","","","","",""
4123331840,172223820,"samsung/grandpplteser/grandpplte:6.0.1/MMB29T/G532FXWU1ARE1:user/release-keys","2018-08-01 00:00:03","154.122.xxx.xxx",83,100,118,"Nairobi","Kenya","KE",-1.2833,36.8167,"Telkom Kenya Ltd","Kenya","KE","UNKNOWN","??","UNKNOWN",1.000,38.000,177.883,"Telkom","1","Telkom","639","7",4,4,"samsung","grandpplte","mt6735","MMB29T","samsung","SM-G532F","grandpplteser","","5733",2,"Kenya","Kenya","country","Kenya","KE","","","","",""
4123331844,197356765,"samsung/j7maxltedd/j7maxlte:7.0/NRD90M/G615FUDDU2ARE1:user/release-keys","2018-08-01 00:00:04","106.210.xxx.xxx",8461,646,36,"New Delhi","India","IN",28.6100,77.2300,"ACT Fibernet","India","IN","Delhi","DL","Delhi",28.666,77.216,4.00426,"BHARTI Airtel","1","Airtel","404","10",15,15,"samsung","j7maxlte","mt6757","NRD90M","samsung","SM-G615FU","j7maxltedd","","232386049",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110054",""
4123331847,211884929,"MBX/m201/m201:4.4.2/KOT49H/20150806:user/test-keys","2018-08-01 00:00:04","223.17.xxx.xxx",94217,81529,1,"Hong Kong","China","HK",22.2500,114.1667,"STC","Hong Kong","HK","Eastern District","HEA","Sai Wan Ho",22.283,114.216,3.94306,"Hutchison Global Communications","1","                ","","",0,0,"MBX","m201","amlogic","KOT49H","MBX","XS","m201","","",2,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","",""
4123331848,196747369,"OnePlus/OnePlus5/OnePlus5:8.1.0/OPM1.171019.011/06131715:user/release-keys","2018-08-01 00:00:04","49.35.xxx.xxx",19547,7461,53,"Pune","India","IN",18.5203,73.8567,"YOU Broadband India Pvt. Ltd","India","IN","Maharashtra","MH","Pimpri",18.614,73.804,7.39829,"Jio","1","Jio 4G","405","864",15,15,"OnePlus","OnePlus5","qcom","OPM1.171019.011","OnePlus","ONEPLUS A5000","OnePlus5","","258610",1,"Pimpri-Chinchwad, Maharashtra, India","Pimpri-Chinchwad","locality","India","IN","Maharashtra","Pune","","411017",""
4123331850,217655711,"xiaomi/mido/mido:7.0/NRD90M/8.7.26:user/release-keys","2018-08-01 00:00:04","157.50.xxx.xxx",2206,1478,32,"Chennai","India","IN",13.0827,80.2707,"Niss Broadband","India","IN","Tamil Nadu","TN","Chingleput",12.698,79.967,33.545,"Jio","1","Jio 4G","405","869",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","419604",1,"Chengalpattu, Tamil Nadu, India","Chengalpattu","locality","India","IN","Tamil Nadu","Kanchipuram","","603002",""
4123331852,202730254,"SHARP/FS8002_00WW/TSP:6.0/MRA58K/00WW_1_240:user/release-keys","2018-08-01 00:00:04","115.164.xxx.xxx",3583,732,34,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"U Mobile","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.166,101.700,2.2987,"DIGI","1","DiGi","502","16",15,15,"SHARP","TSP","mt6797","MRA58K","SHARP","FS8002","FS8002_00WW","","9841355",2,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50300",""
4123331853,217594244,"razer/cheryl/cheryl:8.1.0/OPM1.171019.011-RZR-180509/5038:user/release-keys","2018-08-01 00:00:04","47.60.xxx.xxx",19769,4377,38,"Valencia","Spain","ES",39.4699,-0.3763,"Vodafone ES","Spain","ES","Valencian Community","VC","Valencia",39.466,-0.366,0.558276,"Vodafone Spain","1","vodafone ES","214","1",15,15,"razer","cheryl","qcom","OPM1.171019.011-RZR-180509","Razer","Phone","cheryl","","30953219",2,"Valencia, Valencia, Spain","Valencia","locality","Spain","ES","Valencian Community","Valencia","L'Horta de València, Valencia","46005",""
4123331855,216868381,"samsung/greatqltezc/greatqltechn:7.1.1/NMF26X/N9500ZCS2BRC2:user/release-keys","2018-08-01 00:00:04","36.104.xxx.xxx",23230,26436,64,"Shenyang","China","CN",41.7333,123.8833,"China Unicom,Liaoning Branch","China","CN","Jilin","JL","Baicheng",45.720,122.661,282.471,"China Telecom Zhejiang","1","China Telecom","460","11",15,15,"samsung","greatqltechn","qcom","R16NW","samsung","SM-N9500","greatqltezc","55250","",1,"Baicheng, Jilin, China","Baicheng","locality","China","CN","Jilin","","","",""
